ID;Nom;Penom;Campus;Promotion;Annee_Scolaire;Credit_ECTS;Absences;Entreprise_Partenaire;Status;Cursus;Date_CDI;Concurrent_de_Supinfo;Mobilite
153213;Torphy;Caesar;MARSEILLE;BSC;2019;121;24;Abshire S.A.;CONTRAT PRO;Terminé;;;Velo
216266;Senger;Dillan;NANTES;ASC2;2019;115;48;Kessler et Fils;STAGIAIRE;Stoppé;;Ensimag;A pied
232109;Bayer;Verlie;LILLE;MSC2;2019;258;41;Quitzon;CONTRAT PRO;Terminé;11/01/2019;;Train
179683;Skiles;Christiana;LILLE;MSC2;2019;280;32;Lindgren;STAGIAIRE;Stoppé;;Ensimag;Voiture
286459;Stehr;Shyanne;BORDEAUX;ASC2;2019;68;0;Corwin;STAGIAIRE;Terminé;;;Velo
269103;Stokes;Angeline;RENNE;MSC1;2019;205;49;Dietrich et Fils;CONTRAT PRO;Terminé;;;Bus
206408;Schmidt;Joyce;LYON;ASC2;2019;118;15;Wiza SARL;STAGIAIRE;Terminé;;;Voiture
186383;Gutkowski;Adonis;LA REUNION;MSC2;2019;271;17;Wilderman Beer et Fils;CONTRAT PRO;Terminé;30/06/2019;;Bus
196583;Beier;Anissa;TOURS;MSC1;2019;207;5;Balistreri Cormier SARL;CONTRAT PRO;Stoppé;;ETNA;A pied
195422;Krajcik;Kaylee;STRASBOURG;ASC1;2019;45;34;Kiehn;STAGIAIRE;Terminé;;;Voiture
201986;Bernier;Barry;LYON;ASC2;2019;102;22;Larkin;STAGIAIRE;Terminé;;;Velo
270823;Hermiston;Floy;NANTES;MSC1;2019;190;45;Hand;STAGIAIRE;Terminé;;;Bus
254360;Kuhn;Enid;LILLE;MSC1;2019;206;29;Gutmann S.A.S.;STAGIAIRE;Stoppé;;Télécom ParisTech;Bus
228203;Littel;Fleta;LYON;MSC2;2019;293;16;Beahan S.A.S.;STAGIAIRE;Terminé;15/10/2019;;Train
277118;Jast;Chet;RENNE;ASC2;2019;103;29;Cummerata;STAGIAIRE;Stoppé;;Epita;Voiture
207469;Ledner;Sunny;LA REUNION;ASC1;2019;18;18;Rath Greenholt S.A.R.L.;STAGIAIRE;Terminé;;;Voiture
234409;Hettinger;Willow;PARIS;BSC;2019;210;26;Lesch;CONTRAT PRO;Stoppé;;42;Bus
245468;Wolff;Troy;LYON;ASC2;2019;110;37;Lakin;STAGIAIRE;Stoppé;;ESGI;Train
294226;Turner;Anabelle;TOURS;BSC;2019;147;26;Ratke Kunze SAS;CONTRAT PRO;Terminé;;;Velo
213022;Torp;Van;CAEN;MSC2;2019;275;39;Feest;CONTRAT PRO;Terminé;22/10/2020;;Voiture
298393;Kassulke;Simone;MARSEILLE;ASC1;2019;8;45;Thompson;STAGIAIRE;Terminé;;;Velo
290800;Flatley;Neil;MULHOUSE;ASC2;2019;67;44;Brown Connelly et Fils;STAGIAIRE;Terminé;;;A pied
159220;Lehner;Keagan;LA REUNION;ASC2;2019;110;10;Kris SAS;STAGIAIRE;Terminé;;;Voiture
266479;Morar;Bill;NANTES;MSC2;2019;306;25;Kiehn S.A.;CONTRAT PRO;Terminé;2019-06-31;;A pied
154703;Gleichner;Vivianne;LA REUNION;ASC1;2019;44;33;Dibbert S.A.R.L.;STAGIAIRE;Terminé;;;Velo
170878;Deckow;Jasen;TOURS;BSC;2019;143;2;Koss Runte S.A.S.;STAGIAIRE;Stoppé;;Epitech;Voiture
291236;Haag;Clemmie;RENNE;ASC1;2019;56;29;Ebert;STAGIAIRE;Terminé;;;Train
263078;Connelly;Lloyd;STRASBOURG;ASC2;2019;130;19;Hammes SARL;STAGIAIRE;Terminé;;;Voiture
195851;Rath;Sydnie;MULHOUSE;MSC1;2019;202;41;Vandervort;CONTRAT PRO;Terminé;;;Train
271060;Watsica;Marge;STRASBOURG;ASC1;2019;37;34;Mann et Fils;STAGIAIRE;Stoppé;;Digital Campus;A pied
204050;Auer;Fredy;NANTES;MSC2;2019;252;44;Fay;CONTRAT PRO;Stoppé;;;Bus
299156;Herzog;Zora;TOURS;ASC1;2019;35;48;Kerluke;STAGIAIRE;Terminé;;;Velo
153987;Lowe;Myrna;MULHOUSE;ASC1;2019;3;46;Parker;STAGIAIRE;Stoppé;;École Polytechnique X;Train
259636;Borer;Jeremy;PARIS;MSC2;2019;308;20;Franecki et Fils;CONTRAT PRO;Terminé;22/12/2019;;Voiture
244793;Sawayn;Justyn;BORDEAUX;MSC2;2019;310;23;Walter;STAGIAIRE;Stoppé;;ETNA;Velo
299603;Schoen;Alena;LA REUNION;ASC2;2019;114;48;Gibson;STAGIAIRE;Stoppé;;;Bus
260480;Upton;Alford;PARIS;MSC1;2019;270;6;Langworth;CONTRAT PRO;Terminé;;;Velo
193387;Auer;Glenda;STRASBOURG;ASC1;2019;51;38;Stiedemann S.A.R.L.;STAGIAIRE;Stoppé;;;Voiture
268991;Cole;Nakia;RENNE;ASC2;2019;103;12;Trantow;STAGIAIRE;Stoppé;;École Polytechnique X;A pied
211582;Harris;Payton;LILLE;BSC;2019;170;23;Fadel Marvin SA;CONTRAT PRO;Terminé;;;Velo
156565;Rowe;Martin;BORDEAUX;MSC1;2019;265;21;Wiza SA;STAGIAIRE;Terminé;;;Voiture
162239;Terry;Raphaelle;RENNE;BSC;2019;172;6;Will Eichmann S.A.R.L.;STAGIAIRE;Terminé;;;A pied
162825;Kreiger;Colt;LYON;MSC2;2019;261;26;Stokes Klein S.A.;CONTRAT PRO;Terminé;18/04/2019;;A pied
260365;Carter;Lula;NANTES;BSC;2019;163;42;Kertzmann;CONTRAT PRO;Stoppé;;Ensimag;Bus
296282;Hyatt;Summer;LILLE;MSC1;2019;234;22;Reinger SAS;CONTRAT PRO;Stoppé;;Epitech;Bus
283646;Pollich;Israel;NICE;ASC1;2019;55;36;Terry S.A.R.L.;STAGIAIRE;Terminé;;;Velo
207778;Homenick;Savannah;LYON;MSC2;2019;300;41;Mante;STAGIAIRE;Terminé;11/09/2020;;Velo
290688;Yundt;Clair;MARSEILLE;MSC1;2019;209;16;Kassulke S.A.;CONTRAT PRO;Terminé;;;Train
204628;Keebler;Amber;MULHOUSE;MSC1;2019;216;30;Marquardt Hartmann SARL;STAGIAIRE;Terminé;;;Bus
220760;Carter;Malcolm;MULHOUSE;BSC;2019;198;4;Reilly;CONTRAT PRO;Stoppé;;;Train
279823;Murphy;Danyka;LYON;ASC2;2019;124;37;Waelchi Fay S.A.;STAGIAIRE;Terminé;;;Bus
244030;Huel;Clemens;RENNE;MSC2;2019;337;43;McClure;CONTRAT PRO;Stoppé;;42;Bus
177923;Fay;Dana;PARIS;BSC;2019;156;21;Orn;STAGIAIRE;Stoppé;;Télécom ParisTech;Velo
228641;Kiehn;Morris;PARIS;MSC2;2019;342;47;Auer SARL;CONTRAT PRO;Stoppé;;Télécom ParisTech;Bus
275194;Rau;Faustino;LA REUNION;ASC2;2019;132;4;Johns O'Reilly SARL;STAGIAIRE;Stoppé;;;Bus
213157;Ferry;Sarina;PARIS;ASC2;2019;83;42;Hodkiewicz Muller SARL;STAGIAIRE;Terminé;;;Train
260308;West;Cydney;BORDEAUX;MSC2;2019;280;30;Schmitt;STAGIAIRE;Stoppé;;ESGI;Voiture
239944;Orn;Cordelia;NICE;MSC2;2019;256;43;Russel Ritchie et Fils;CONTRAT PRO;Terminé;03/07/2020;;Bus
204755;Senger;Marielle;STRASBOURG;BSC;2019;143;41;Hammes;CONTRAT PRO;Terminé;;;Train
188456;Kreiger;Jackson;LYON;BSC;2019;197;3;Balistreri;STAGIAIRE;Terminé;;;Train
165532;Waelchi;Rosalind;LYON;ASC2;2019;69;15;Lindgren S.A.R.L.;STAGIAIRE;Stoppé;;Epitech;Voiture
153637;Okuneva;Natalia;LILLE;ASC1;2019;20;26;Kessler SAS;STAGIAIRE;Stoppé;;42;Train
277201;Runolfsson;Rosalyn;PARIS;BSC;2019;199;48;Blanda Upton SAS;STAGIAIRE;Terminé;;;Voiture
173370;Harber;Jeromy;LYON;MSC1;2019;254;10;Sipes Gaylord SARL;CONTRAT PRO;Terminé;;;Train
279136;Turner;Nicolette;LA REUNION;MSC2;2019;286;2;Nikolaus;CONTRAT PRO;Stoppé;;Epitech;Bus
166904;Rodriguez;Quincy;PARIS;ASC1;2019;36;2;Ryan S.A.R.L.;STAGIAIRE;Terminé;;;A pied
150303;Gerhold;Fermin;BORDEAUX;ASC1;2019;18;31;Heaney;STAGIAIRE;Stoppé;;42;Voiture
209513;Tillman;Emilie;BORDEAUX;MSC2;2019;338;49;Renner;CONTRAT PRO;Terminé;17/11/2020;;A pied
152378;Hane;Demetrius;NANTES;BSC;2019;190;40;Predovic Reinger SARL;CONTRAT PRO;Stoppé;;ETNA;Voiture
202136;Kris;Demetrius;NANTES;ASC2;2019;135;32;Blanda SA;STAGIAIRE;Terminé;;;Velo
222671;Beahan;Haskell;NANTES;ASC1;2019;11;18;Goyette;STAGIAIRE;Terminé;;;Voiture
274727;Hintz;Carole;RENNE;MSC2;2019;303;19;Raynor Fritsch SARL;CONTRAT PRO;Terminé;23/03/2020;;Voiture
236740;Vandervort;Hermann;NANTES;ASC2;2019;74;9;Wintheiser;STAGIAIRE;Stoppé;;ETNA;Velo
164255;Lind;Olin;CAEN;ASC2;2019;74;50;Kirlin;STAGIAIRE;Stoppé;;Epita;Train
204784;Schultz;Wilton;BORDEAUX;MSC2;2019;338;5;Skiles Murazik SARL;STAGIAIRE;Stoppé;;Epita;Velo
265334;Wintheiser;Filomena;LA REUNION;ASC2;2019;83;9;Boyle et Fils;STAGIAIRE;Terminé;;;Voiture
205773;Maggio;Ashly;LILLE;MSC2;2019;305;12;Jacobs S.A.R.L.;CONTRAT PRO;Stoppé;;École Polytechnique X;Velo
175294;Skiles;Alek;NANTES;MSC1;2019;203;3;Larson;CONTRAT PRO;Stoppé;;Digital Campus;Train
201653;Marvin;Krystel;BORDEAUX;ASC1;2019;49;9;Barton McLaughlin et Fils;STAGIAIRE;Terminé;;;A pied
171262;Schmeler;Carley;CAEN;MSC1;2019;263;48;Wiza;CONTRAT PRO;Stoppé;;Télécom ParisTech;Bus
238610;Osinski;Yazmin;LYON;BSC;2019;143;15;Flatley;STAGIAIRE;Terminé;;;Train
275586;Hansen;Karianne;BORDEAUX;BSC;2019;143;48;Torphy;STAGIAIRE;Terminé;;;Bus
209350;Zboncak;Keshaun;NANTES;ASC2;2019;84;29;Kiehn;STAGIAIRE;Terminé;;;Velo
174284;Schroeder;Michelle;BORDEAUX;MSC2;2019;293;25;Wolf S.A.R.L.;STAGIAIRE;Stoppé;;Ensimag;A pied
295745;Willms;Malvina;TOURS;MSC1;2019;264;49;McDermott;CONTRAT PRO;Terminé;;;Train
224169;Feest;Alize;NANTES;ASC1;2019;50;36;Kuvalis;STAGIAIRE;Stoppé;;;Voiture
163315;Green;Reyes;CAEN;ASC2;2019;104;3;Welch S.A.S.;STAGIAIRE;Stoppé;;Ensimag;Train
193059;Predovic;Rogelio;MARSEILLE;ASC2;2019;86;20;Baumbach;STAGIAIRE;Stoppé;;;A pied
259202;Kemmer;Samantha;RENNE;MSC2;2019;319;22;Zulauf SARL;STAGIAIRE;Terminé;15/08/2020;;A pied
208571;Hudson;Salvatore;PARIS;MSC2;2019;298;40;Braun Spinka et Fils;STAGIAIRE;Terminé;01/05/2019;;Voiture
156370;Keeling;Thad;TOURS;BSC;2019;203;6;Wisozk Hartmann S.A.S.;STAGIAIRE;Terminé;;;A pied
270662;Hills;Alessia;NICE;ASC1;2019;35;40;Swaniawski;STAGIAIRE;Stoppé;;École Polytechnique X;Train
292035;Beer;Ronny;LYON;MSC2;2019;332;0;Rice SA;STAGIAIRE;Stoppé;;ESGI;Train
224185;Balistreri;Melyna;MULHOUSE;MSC2;2019;296;49;Keeling;CONTRAT PRO;Terminé;15/07/2019;;Voiture
224405;Bechtelar;Dahlia;LA REUNION;MSC1;2019;277;47;Daniel;STAGIAIRE;Terminé;;;Train
217278;Glover;Timmy;LILLE;BSC;2019;145;31;Armstrong;CONTRAT PRO;Terminé;;;A pied
264139;West;Princess;LYON;MSC1;2019;263;32;Fisher S.A.;STAGIAIRE;Terminé;;;A pied
189093;Schmeler;Maxie;MARSEILLE;MSC1;2019;250;35;Bode Konopelski SAS;STAGIAIRE;Terminé;;;Velo
267583;Pfeffer;Van;NICE;ASC2;2019;110;20;Sipes;STAGIAIRE;Stoppé;;Ensimag;Voiture
226426;Hirthe;Allison;PARIS;MSC2;2019;330;10;Welch;CONTRAT PRO;Stoppé;;ETNA;Velo
153958;Conroy;Dee;NICE;MSC1;2019;231;12;Jacobs;CONTRAT PRO;Terminé;;;Voiture
293144;Sporer;Odie;CAEN;MSC1;2019;201;33;Bechtelar Grimes S.A.;STAGIAIRE;Terminé;;;Voiture
231408;Padberg;Cleo;LYON;ASC1;2019;3;1;Carroll;STAGIAIRE;Terminé;;;Voiture
212809;Roob;Jedidiah;STRASBOURG;BSC;2019;180;40;Bernhard Littel SARL;CONTRAT PRO;Terminé;;;Bus
275131;Dare;Cole;STRASBOURG;MSC2;2019;314;2;Hills S.A.;STAGIAIRE;Stoppé;;Epita;Voiture
169785;Kilback;Earnest;LYON;ASC1;2019;17;35;Pacocha;STAGIAIRE;Terminé;;;Velo
164534;Hayes;Otha;BORDEAUX;BSC;2019;138;23;Gottlieb S.A.R.L.;CONTRAT PRO;Stoppé;;École Polytechnique X;Bus
296109;Johnston;Reyes;LYON;ASC1;2019;0;36;Boehm Bogan SA;STAGIAIRE;Stoppé;;42;Bus
218632;Hauck;George;TOURS;ASC2;2019;101;23;Hahn S.A.R.L.;STAGIAIRE;Terminé;;;A pied
238005;Wiegand;Shannon;LYON;ASC1;2019;4;7;Harber;STAGIAIRE;Terminé;;;Bus
282072;Haag;Ariane;TOURS;MSC1;2019;274;12;Rau;STAGIAIRE;Stoppé;;École Polytechnique X;Voiture
190168;Kunze;Lorine;LILLE;ASC1;2019;8;8;Moore;STAGIAIRE;Terminé;;;Velo
161464;Schulist;Skylar;LA REUNION;ASC1;2019;22;31;Ledner;STAGIAIRE;Terminé;;;Bus
230014;Feeney;Mckenzie;PARIS;ASC2;2019;116;50;Lind;STAGIAIRE;Stoppé;;Epitech;Voiture
179030;Bergnaum;Giovanna;CAEN;ASC2;2019;139;7;Wolf Crooks SARL;STAGIAIRE;Stoppé;;Ensimag;A pied
206401;Hoeger;Nils;STRASBOURG;ASC2;2019;98;21;Ullrich;STAGIAIRE;Stoppé;;Digital Campus;Bus
152695;Becker;Jayne;NICE;ASC1;2019;0;42;Kris et Fils;STAGIAIRE;Stoppé;;;Velo
187328;Champlin;Mazie;CAEN;MSC1;2019;224;6;Brown;STAGIAIRE;Stoppé;;Epita;A pied
219164;Daugherty;Lillie;CAEN;BSC;2019;190;27;Greenfelder;STAGIAIRE;Stoppé;;ESGI;A pied
291282;Satterfield;Elody;LILLE;BSC;2019;126;29;Dibbert;CONTRAT PRO;Stoppé;;;Velo
178016;Gulgowski;Dixie;LYON;ASC1;2019;43;12;Kessler;STAGIAIRE;Stoppé;;ETNA;A pied
187168;Cronin;Harmony;NICE;BSC;2019;137;33;Hauck Padberg S.A.;STAGIAIRE;Stoppé;;ETNA;Train
151208;Grady;Jaleel;MULHOUSE;MSC2;2019;244;8;Harris;STAGIAIRE;Terminé;13/07/2020;;Voiture
202152;Graham;Ayana;MULHOUSE;BSC;2019;129;42;Kihn;CONTRAT PRO;Terminé;;;Voiture
181468;Emard;Katelyn;PARIS;ASC1;2019;62;38;Jacobs SARL;STAGIAIRE;Terminé;;;Velo
185885;Shields;Germaine;CAEN;ASC2;2019;109;34;Pouros Ruecker et Fils;STAGIAIRE;Terminé;;;A pied
280751;Hoppe;Terrance;STRASBOURG;ASC2;2019;96;15;Turner S.A.;STAGIAIRE;Stoppé;;École Polytechnique X;Train
165396;Wisozk;Enos;NANTES;ASC2;2019;115;6;Padberg;STAGIAIRE;Terminé;;;Voiture
171296;Weimann;Pedro;LILLE;BSC;2019;171;33;Emard McClure S.A.S.;STAGIAIRE;Stoppé;;ESGI;Voiture
249656;Funk;Twila;LYON;ASC1;2019;70;34;Hansen et Fils;STAGIAIRE;Terminé;;;Bus
276190;Fahey;Destiney;NICE;MSC1;2019;194;35;Parker et Fils;STAGIAIRE;Terminé;;;A pied
286245;Ruecker;Odessa;BORDEAUX;MSC2;2019;240;19;Tremblay;STAGIAIRE;Stoppé;;Ensimag;A pied
271902;Sauer;Godfrey;MARSEILLE;MSC2;2019;294;47;Schumm;STAGIAIRE;Terminé;18/05/2019;;Train
201129;Herman;Geovany;LYON;BSC;2019;145;29;Jerde;CONTRAT PRO;Stoppé;;École Polytechnique X;Bus
162476;Little;Ethel;NANTES;ASC1;2019;1;45;Weissnat;STAGIAIRE;Stoppé;;Ensimag;A pied
261963;Quitzon;Rosalinda;LA REUNION;BSC;2019;126;45;McGlynn Grady S.A.R.L.;CONTRAT PRO;Terminé;;;Bus
236243;Huel;Jermey;BORDEAUX;ASC2;2019;85;22;Shanahan;STAGIAIRE;Stoppé;;École Polytechnique X;Velo
208643;Hodkiewicz;Dakota;NANTES;MSC2;2019;292;32;Champlin Stiedemann SAS;CONTRAT PRO;Terminé;25/07/2020;;Voiture
261166;Tromp;Alf;NICE;ASC2;2019;61;37;Stehr S.A.R.L.;STAGIAIRE;Terminé;;;A pied
250003;Cronin;Shyanne;RENNE;ASC1;2019;37;38;Lubowitz;STAGIAIRE;Terminé;;;Train
221805;Roob;Jimmy;LILLE;ASC2;2019;116;37;Dicki Quigley SAS;STAGIAIRE;Terminé;;;Bus
212628;Walter;Jordy;MULHOUSE;MSC2;2019;289;15;Vandervort SARL;CONTRAT PRO;Stoppé;;Epita;Bus
295806;Goodwin;Carolyn;MULHOUSE;MSC1;2019;238;41;Tillman;CONTRAT PRO;Terminé;;;Voiture
247710;Wolf;Suzanne;MARSEILLE;ASC1;2019;35;47;Hansen;STAGIAIRE;Stoppé;;ESGI;Bus
281082;Doyle;Ara;TOURS;BSC;2019;203;36;Pfeffer SA;CONTRAT PRO;Terminé;;;Velo
193601;Willms;Danika;MARSEILLE;ASC2;2019;114;41;Nikolaus;STAGIAIRE;Terminé;;;Bus
167583;Wintheiser;Sandra;LYON;MSC2;2019;339;12;Gleason Halvorson S.A.;STAGIAIRE;Terminé;07/11/2019;;Velo
236703;Stanton;Lindsey;TOURS;MSC2;2019;264;0;Larkin S.A.S.;CONTRAT PRO;Stoppé;;Ensimag;A pied
166643;Hills;Casimer;CAEN;ASC2;2019;90;30;Strosin O'Conner S.A.S.;STAGIAIRE;Terminé;;;Train
216239;Okuneva;Modesta;LYON;ASC2;2019;84;18;Zulauf;STAGIAIRE;Terminé;;;Velo
248156;Gerlach;Sunny;LYON;MSC1;2019;218;24;Blanda;STAGIAIRE;Terminé;;;Velo
250141;Altenwerth;Bernice;LA REUNION;MSC2;2019;280;44;Schoen S.A.;CONTRAT PRO;Terminé;02/01/2020;;A pied
224090;Huel;Roma;RENNE;ASC2;2019;66;11;Okuneva S.A.;STAGIAIRE;Stoppé;;Digital Campus;Velo
201222;Konopelski;Ole;MARSEILLE;BSC;2019;175;24;Rodriguez;CONTRAT PRO;Stoppé;;;Bus
171343;O'Kon;Josianne;CAEN;BSC;2019;126;24;Schneider;STAGIAIRE;Terminé;;;Velo
171646;D'Amore;Brenna;LA REUNION;MSC2;2019;284;40;Wiegand;CONTRAT PRO;Terminé;28/04/2019;;Train
170944;Gleason;Coty;CAEN;ASC2;2019;108;44;Pfannerstill;STAGIAIRE;Terminé;;;A pied
168126;Turcotte;Flo;LA REUNION;MSC2;2019;344;14;Ebert;STAGIAIRE;Terminé;10/03/2020;;A pied
175766;Harber;Henry;NICE;BSC;2019;188;33;Ankunding;CONTRAT PRO;Stoppé;;Ensimag;A pied
164363;Carter;Mikayla;CAEN;MSC1;2019;272;7;Beer;STAGIAIRE;Stoppé;;Epita;A pied
230576;Mraz;Mikayla;NANTES;MSC2;2019;309;38;Ebert Graham SA;CONTRAT PRO;Stoppé;;Epita;Bus
277829;Roberts;Violette;STRASBOURG;ASC2;2019;62;28;Cartwright Macejkovic S.A.;STAGIAIRE;Stoppé;;42;Voiture
262629;Weber;Blanca;MULHOUSE;MSC1;2019;279;23;Borer S.A.R.L.;CONTRAT PRO;Terminé;;;Velo
224048;Harber;Elisabeth;MULHOUSE;BSC;2019;208;46;Fisher S.A.S.;STAGIAIRE;Stoppé;;42;Train
261399;Lueilwitz;Paula;NANTES;MSC2;2019;332;38;Hill;STAGIAIRE;Terminé;19/10/2020;;Bus
220517;Kutch;Valentin;LYON;ASC1;2019;15;3;Nicolas et Fils;STAGIAIRE;Terminé;;;Voiture
198139;Jacobs;Elmore;PARIS;BSC;2019;171;13;Fadel Marks S.A.;CONTRAT PRO;Stoppé;;;Bus
166663;Huels;Emerald;BORDEAUX;ASC2;2019;84;31;Hammes Kovacek et Fils;STAGIAIRE;Terminé;;;Bus
203215;Terry;John;LYON;ASC2;2019;90;46;Hoppe Zieme SA;STAGIAIRE;Stoppé;;ETNA;A pied
179127;Dickinson;Napoleon;PARIS;MSC1;2019;265;7;Goodwin;STAGIAIRE;Stoppé;;Télécom ParisTech;Voiture
153587;Kirlin;Maximus;MARSEILLE;ASC2;2019;73;49;Greenholt;STAGIAIRE;Stoppé;;42;Train
295654;Effertz;Roger;MULHOUSE;MSC1;2019;253;39;Kautzer S.A.;CONTRAT PRO;Stoppé;;ESGI;Voiture
236927;Howell;Scot;RENNE;MSC2;2019;255;15;Fisher Champlin SAS;STAGIAIRE;Stoppé;;Epitech;Bus
288391;Kuhlman;Alysha;TOURS;ASC2;2019;64;50;Raynor Stracke S.A.R.L.;STAGIAIRE;Stoppé;;Epitech;Train
232895;O'Hara;Lindsey;MULHOUSE;ASC1;2019;32;25;Gislason;STAGIAIRE;Stoppé;;Epitech;Train
180935;Rowe;Adan;CAEN;MSC1;2019;263;15;Ernser;STAGIAIRE;Terminé;;;Train
237200;Eichmann;Sid;RENNE;MSC2;2019;322;35;Boyle;STAGIAIRE;Terminé;27/02/2020;;Bus
217311;Harvey;Jayda;LA REUNION;ASC2;2019;103;33;Parker Mitchell SARL;STAGIAIRE;Stoppé;;ESGI;A pied
266987;Little;Mara;STRASBOURG;MSC2;2019;250;15;Quitzon;STAGIAIRE;Stoppé;;Ensimag;Voiture
249209;Braun;Lizzie;LILLE;MSC2;2019;315;39;Hane;CONTRAT PRO;Terminé;11/02/2020;;Train
235890;Bashirian;Oleta;BORDEAUX;MSC2;2019;308;29;Zieme SA;CONTRAT PRO;Terminé;28/07/2019;;Voiture
233820;Mante;Stanton;STRASBOURG;ASC1;2019;9;13;Fay Hodkiewicz S.A.S.;STAGIAIRE;Stoppé;;Ensimag;Voiture
180633;Flatley;Elda;STRASBOURG;ASC1;2019;24;8;Bednar;STAGIAIRE;Terminé;;;Train
298576;Smith;Durward;LYON;MSC2;2019;312;36;Kshlerin et Fils;STAGIAIRE;Stoppé;;ESGI;Train
287548;Balistreri;Lucy;CAEN;ASC1;2019;58;26;Hodkiewicz Denesik et Fils;STAGIAIRE;Terminé;;;Voiture
289690;Champlin;Elna;MARSEILLE;MSC2;2019;319;29;Dooley S.A.S.;CONTRAT PRO;Stoppé;;ETNA;Train
282574;Gorczany;Destini;STRASBOURG;ASC2;2019;80;15;Rath Effertz S.A.S.;STAGIAIRE;Terminé;;;Bus
278179;Abbott;Jerald;MARSEILLE;MSC2;2019;327;20;Bins;STAGIAIRE;Stoppé;;42;Bus
190528;Breitenberg;Cara;TOURS;ASC2;2019;64;44;Langosh;STAGIAIRE;Stoppé;;ESGI;A pied
273712;Osinski;Casimer;TOURS;BSC;2019;124;25;Bode;STAGIAIRE;Stoppé;;Digital Campus;Voiture
176051;Bogan;Walker;MARSEILLE;MSC1;2019;238;15;Rodriguez;CONTRAT PRO;Stoppé;;Digital Campus;Velo
283769;Prosacco;Meagan;MARSEILLE;MSC1;2019;279;44;Jones S.A.R.L.;STAGIAIRE;Terminé;;;Voiture
195583;Schiller;Rosendo;NICE;MSC1;2019;279;37;Gislason S.A.;STAGIAIRE;Terminé;;;Bus
187240;Lesch;Kayden;TOURS;MSC1;2019;188;5;McLaughlin S.A.S.;CONTRAT PRO;Terminé;;;Bus
223047;Fisher;Jevon;RENNE;MSC1;2019;219;25;Schumm Goldner S.A.S.;CONTRAT PRO;Stoppé;;Digital Campus;Train
290320;West;Bobbie;RENNE;MSC1;2019;208;13;Moore;STAGIAIRE;Stoppé;;42;Velo
188860;Monahan;Anjali;NICE;ASC2;2019;131;10;Orn Gutkowski S.A.S.;STAGIAIRE;Terminé;;;Train
273191;Dicki;Verla;LA REUNION;BSC;2019;177;50;Ernser Stracke et Fils;STAGIAIRE;Terminé;;;Voiture
151519;Klocko;Ova;NANTES;MSC1;2019;230;7;Schmeler;STAGIAIRE;Stoppé;;42;Velo
187747;Hayes;Ruben;NANTES;BSC;2019;163;10;Sawayn;STAGIAIRE;Terminé;;;Voiture
268968;Conn;Anna;CAEN;ASC1;2019;8;30;Connelly SA;STAGIAIRE;Stoppé;;ETNA;Train
216844;Wehner;Janis;LA REUNION;MSC2;2019;251;30;Deckow Little SAS;CONTRAT PRO;Terminé;03/10/2020;;Bus
268421;Bergstrom;Genoveva;MULHOUSE;ASC1;2019;1;2;McClure;STAGIAIRE;Stoppé;;Télécom ParisTech;A pied
297418;Welch;Reinhold;LA REUNION;MSC1;2019;210;23;Rice SARL;CONTRAT PRO;Terminé;;;Bus
258936;Larson;Jacklyn;NICE;MSC2;2019;288;41;Bogan SAS;CONTRAT PRO;Stoppé;;École Polytechnique X;Velo
200790;Labadie;Maximillian;MULHOUSE;BSC;2019;175;45;Jast S.A.S.;STAGIAIRE;Stoppé;;42;Velo
193791;Trantow;Grover;LA REUNION;ASC2;2019;91;33;Feeney et Fils;STAGIAIRE;Stoppé;;École Polytechnique X;Voiture
194120;Turner;Rasheed;LA REUNION;MSC1;2019;251;7;Hintz;STAGIAIRE;Stoppé;;;Bus
225968;Fritsch;Jaydon;TOURS;BSC;2019;141;26;Zieme Corwin SA;STAGIAIRE;Stoppé;;42;Velo
183128;Daniel;Alexandre;RENNE;MSC1;2019;271;23;Hahn Johnston S.A.R.L.;STAGIAIRE;Terminé;;;Bus
235722;Zboncak;Shannon;NANTES;ASC1;2019;56;20;Stiedemann;STAGIAIRE;Stoppé;;Epita;A pied
201438;Johnston;Jayme;MARSEILLE;ASC1;2019;45;46;Mueller S.A.R.L.;STAGIAIRE;Stoppé;;Epitech;Velo
169267;Hill;Fletcher;BORDEAUX;BSC;2019;150;2;Stracke S.A.S.;STAGIAIRE;Stoppé;;;Velo
261312;Welch;Holly;MARSEILLE;ASC1;2019;11;37;Kassulke Oberbrunner SAS;STAGIAIRE;Terminé;;;A pied
296059;Satterfield;Lane;STRASBOURG;ASC2;2019;60;8;Fahey S.A.R.L.;STAGIAIRE;Terminé;;;Voiture
233380;Bartell;Antonio;LILLE;MSC2;2019;264;6;Monahan;CONTRAT PRO;Terminé;12/05/2019;;Bus
261141;Hermiston;Darrion;RENNE;MSC2;2019;323;23;Gislason S.A.R.L.;STAGIAIRE;Terminé;17/07/2020;;Voiture
222416;Hansen;Lonie;STRASBOURG;MSC1;2019;196;33;Dibbert;CONTRAT PRO;Terminé;;;A pied
177494;Hand;Lacy;BORDEAUX;MSC1;2019;202;16;Ullrich;STAGIAIRE;Stoppé;;Ensimag;Velo
295751;Conn;Gina;RENNE;MSC2;2019;287;4;Kreiger Mosciski S.A.;STAGIAIRE;Stoppé;;Epita;Velo
176150;Bosco;Dario;MULHOUSE;ASC2;2019;86;43;Murray Torp SAS;STAGIAIRE;Terminé;;;Voiture
